index original filtered
270 2.44768 2.49955
271 2.45801 2.55208
272 2.59774 2.59935
273 2.68959 2.64131
274 2.61702 2.67796
275 2.47211 2.70932
276 2.43871 2.73548
277 2.5592 2.75655
278 2.68071 2.77269
279 2.64906 2.78408
280 2.50442 2.79095
281 2.4303 2.79356
282 2.52074 2.79218
283 2.661 2.78712
284 2.67311 2.7787
285 2.54171 2.76727
286 2.43352 2.75319
287 2.4858 2.73681
288 2.63222 2.71851
289 2.68701 2.69867
290 2.58065 2.67765
291 2.44809 2.65582
292 2.45751 2.63354
293 2.59697 2.61114
294 2.68952 2.58897
295 2.61774 2.56733
296 2.4727 2.5465
297 2.43843 2.52675
298 2.5584 2.50833
299 2.68041 2.49143
300 2.64964 2.47624
301 2.50514 2.46292
302 2.43024 2.45158
303 2.51998 2.44231
304 2.66049 2.43517
305 2.6735 2.43019
306 2.5425 2.42736
307 2.4337 2.42665
308 2.48514 2.428
309 2.63156 2.43133
310 2.68718 2.43651
311 2.58144 2.44343
312 2.4485 2.45192
313 2.45703 2.46181
314 2.59621 2.47293
315 2.68945 2.48507
316 2.61845 2.49803
317 2.47329 2.5116
318 2.43815 2.52557
319 2.55761 2.53971
320 2.6801 2.55383
321 2.65022 2.56771
322 2.50586 2.58116
323 2.4302 2.594
324 2.51922 2.60604
325 2.65998 2.61713
326 2.67389 2.62713
327 2.5433 2.63591
328 2.4339 2.64337
329 2.48449 2.64944
330 2.63089 2.65404
331 2.68734 2.65714
332 2.58223 2.65872
333 2.44891 2.65878
334 2.45654 2.65736
335 2.59544 2.65449
336 2.68937 2.65024
337 2.61916 2.64471
338 2.47389 2.63798
339 2.43787 2.63018
340 2.55681 2.62143
341 2.6798 2.61189
342 2.65079 2.6017
343 2.50659 2.59101
344 2.43016 2.58
345 2.51846 2.56882
346 2.65947 2.55765
347 2.67427 2.54665
348 2.54409 2.53598
349 2.43409 2.52579
350 2.48385 2.51622
351 2.63022 2.50741
352 2.6875 2.49948
353 2.58301 2.49254
354 2.44932 2.48667
355 2.45606 2.48196
356 2.59467 2.47847
357 2.68929 2.47623
358 2.61987 2.47527
359 2.47449 2.47559
360 2.4376 2.47718
361 2.55601 2.48
362 2.67948 2.484
363 2.65136 2.48911
364 2.50732 2.49526
365 2.43012 2.50235
366 2.51771 2.51026
367 2.65896 2.51888
368 2.67465 2.52808
369 2.54488 2.5377
370 2.43429 2.54763
371 2.4832 2.55769
372 2.62955 2.56776
373 2.68766 2.57767
374 2.5838 2.58728
375 2.44974 2.59645
376 2.45558 2.60506
377 2.5939 2.61296
378 2.68921 2.62005
379 2.62058 2.62623
380 2.47509 2.6314
381 2.43733 2.63549
382 2.55522 2.63844
383 2.67917 2.64021
384 2.65192 2.64077
385 2.50805 2.64011
386 2.43009 2.63825
387 2.51696 2.63521
388 2.65844 2.63103
389 2.67502 2.62578
390 2.54567 2.61953
391 2.4345 2.61237
392 2.48256 2.60441
393 2.62887 2.59575
394 2.6878 2.58654
395 2.58458 2.5769
396 2.45017 2.56697
397 2.45511 2.5569
398 2.59313 2.54684
399 2.68912 2.53694
400 2.62128 2.52734
401 2.47569 2.51818
402 2.43707 2.50962
403 2.55442 2.50176
404 2.67885 2.49475
405 2.65249 2.48868
406 2.50878 2.48364
407 2.43006 2.47973
408 2.5162 2.47701
409 2.65791 2.47552
410 2.67539 2.4753
411 2.54646 2.47636
412 2.43471 2.4787
413 2.48192 2.48229
414 2.6282 2.48709
415 2.68795 2.49304
416 2.58536 2.50006
417 2.4506 2.50806
418 2.45464 2.51693
419 2.59236 2.52655
420 2.68902 2.53679
421 2.62198 2.54749
422 2.4763 2.55851
423 2.43681 2.56969
424 2.55362 2.58085
425 2.67852 2.59185
426 2.65305 2.6025
427 2.50952 2.61265
428 2.43004 2.62214
429 2.51545 2.63081
430 2.65739 2.63853
431 2.67576 2.64517
432 2.54726 2.65062
433 2.43492 2.65476
434 2.48128 2.65752
435 2.62752 2.65883
436 2.68809 2.65865
